Material,Type of steel profile,Type of connnection,Lateral load resisting system,Height,Irregularities,Ductility,Type of block
Steel,Unknown,Riveted,Braced frame,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Braced frame,High-rise (7-12 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Braced frame,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Braced frame,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Braced frame,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Braced frame,High-rise (7-12 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Braced frame,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Braced frame,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Braced frame,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Braced frame,High-rise (7-12 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Braced frame,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Braced frame,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Braced frame,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Braced frame,High-rise (7-12 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Braced frame,Tall (>12 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Braced frame,Unknown,Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Braced frame,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Braced frame,Unknown,Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Braced frame,Unknown,Regular,Unknown,-
Steel,Unknown,Riveted,Braced frame,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Braced frame,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Braced frame,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Braced frame,Unknown,Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Braced frame,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Braced frame,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Braced frame,Unknown,Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Braced frame,Unknown,Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Braced frame,Unknown,Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Braced frame,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Braced frame,Unknown,Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Braced frame,Unknown,Unknown,Unknown,-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Low rise (<3 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Mid rise (4-6 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,High-rise (7-12 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Tall (>12 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Post and beam,Unknown,Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Unknown,Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Unknown,Regular,Unknown,-
Steel,Unknown,Riveted,Post and beam,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Unknown,Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Post and beam,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Unknown,Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Unknown,Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Post and beam,Unknown,Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Post and beam,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Post and beam,Unknown,Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Post and beam,Unknown,Unknown,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Low rise (<3 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Mid rise (4-6 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,High-rise (7-12 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Tall (>12 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Regular,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Flat slab/plate or waffle slab,Unknown,Unknown,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Low rise (<3 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Regular,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-soft storey,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-torsion,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,Unknown,-
Steel,Unknown,Riveted,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g),-
